Date,Scope,Country,State,"# Players",Rank,Faction,"Ship Points","# Ships","# Uniques","# Large","# Small",Skill,Attack,Agility,Hull,Shields,List
"2016-01-09","Store championship","United States of America","Arizona",24,19,imperial,77,3,2,1,2,20,8,7,11,7,"Omicron Group Pilot, Darth Vader, Soontir Fel"
"2016-01-09","Store championship","United States of America","Arizona",24,20,rebel,71,2,2,1,1,13,5,2,13,9,"Chewbacca (Rebel Alliance), Miranda Doni"
"2016-01-09","Store championship","United States of America","Arizona",24,24,imperial,75,3,2,1,2,21,9,7,11,5,"Royal Guard Pilot, Soontir Fel, Colonel Jendon"
"2016-01-16","Other","United States of America","Idaho",10,1,scum,90,4,1,0,4,11,12,9,16,4,"Guri, Cartel Marauder, Cartel Marauder, Cartel Marauder"
"2016-01-16","Other","United States of America","Idaho",10,2,imperial,77,3,2,1,2,20,8,7,11,7,"Soontir Fel, Omicron Group Pilot, Darth Vader"
"2016-01-16","Other","United States of America","Idaho",10,3,imperial,88,5,2,0,5,28,10,15,15,2,"Juno Eclipse, ""Howlrunner"", Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot"
"2016-01-16","Other","United States of America","Idaho",10,4,imperial,99,7,3,0,7,25,14,21,21,0,"""Howlrunner"", ""Scourge"", ""Backstabber"", Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot"
"2016-01-16","Other","United States of America","Idaho",10,5,rebel,85,5,1,0,5,16,11,9,14,12,"Poe Dameron (Resistance), Gold Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot"
"2016-01-16","Other","United States of America","Idaho",10,7,imperial,95,6,2,0,6,21,12,18,18,2,"Darth Vader, ""Howlrunner"", Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot"
"2016-01-16","Other","United States of America","Idaho",10,8,rebel,85,3,2,0,3,19,9,7,8,7,"Wedge Antilles, Corran Horn, Rookie Pilot"
"2016-01-16","Other","United States of America","Idaho",10,10,imperial,78,4,4,0,4,27,9,12,12,1,"Soontir Fel, ""Mauler Mithel"", ""Epsilon Leader"", ""Night Beast"""
"2016-01-16","Other","United States of America","Maryland",22,0,imperial,76,4,4,0,4,28,8,12,12,3,"""Youngster"", ""Zeta Leader"", ""Omega Leader"", ""Omega Ace"""
"2016-01-16","Other","United States of America","Maryland",22,0,rebel,86,3,3,0,3,22,8,7,8,8,"Tycho Celchu, ""Red Ace"", Poe Dameron (Resistance)"
"2016-01-16","Other","United States of America","Maryland",22,0,imperial,83,4,3,0,4,24,9,12,12,2,"Academy Pilot, ""Night Beast"", Soontir Fel, Darth Vader"
"2016-01-16","Other","United States of America","Maryland",22,0,imperial,86,5,3,0,5,27,11,15,15,0,"Academy Pilot, Black Squadron Pilot, ""Dark Curse"", ""Mauler Mithel"", Soontir Fel"
"2016-01-16","Other","United States of America","Maryland",22,3,scum,77,3,1,2,1,9,8,6,12,12,"Binayre Pirate, Trandoshan Slaver, IG-88B"
"2016-01-16","Other","United States of America","Maryland",22,4,imperial,78,3,3,0,3,24,9,9,9,0,"Soontir Fel, Turr Phennir, Carnor Jax"
"2016-01-16","Other","United States of America","Maryland",22,6,imperial,77,3,3,0,3,26,7,9,9,3,"Darth Vader, Soontir Fel, ""Omega Leader"""
"2016-01-16","Other","United States of America","Maryland",22,8,rebel,78,3,2,0,3,15,8,6,10,8,"Gold Squadron Pilot, Corran Horn, Biggs Darklighter"
"2016-01-16","Other","United States of America","Maryland",22,9,rebel,62,2,2,1,1,15,4,5,7,7,"Dash Rendar, Tycho Celchu"
"2016-01-16","Other","United States of America","Maryland",22,10,rebel,72,4,0,0,4,8,8,4,20,12,"Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2016-01-16","Other","United States of America","Maryland",22,11,imperial,91,6,2,0,6,17,12,16,21,3,"Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot, ""Backstabber"", ""Redline"""
"2016-01-16","Other","United States of America","Maryland",22,12,rebel,78,3,2,0,3,16,8,5,11,9,"Gold Squadron Pilot, ""Red Ace"", Poe Dameron (Resistance)"
"2016-01-16","Other","United States of America","Maryland",22,13,rebel,60,2,2,1,1,14,4,5,7,7,"Dash Rendar, Jake Farrell"
"2016-01-16","Other","United States of America","Maryland",22,16,imperial,71,3,1,0,3,19,8,7,12,3,"Royal Guard Pilot, Royal Guard Pilot, ""Redline"""
"2016-01-16","Other","United States of America","Maryland",22,17,imperial,71,3,2,1,2,19,7,7,11,8,"Darth Vader, ""Omega Leader"", Omicron Group Pilot"
"2016-01-16","Other","United States of America","Maryland",22,18,imperial,90,4,4,0,4,26,10,11,11,4,"Darth Vader, ""Dark Curse"", ""Winged Gundark"", ""Echo"""
"2016-01-16","Other","United States of America","Florida",9,2,rebel,78,3,3,0,3,21,8,6,8,8,"Lieutenant Blount, Ello Asty, Poe Dameron (Resistance)"
"2016-01-16","Other","United States of America","Florida",9,4,rebel,67,3,1,0,3,12,7,4,13,9,"Gold Squadron Pilot, Gold Squadron Pilot, Poe Dameron (Resistance)"
"2016-01-16","Other","United States of America","Florida",9,5,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2016-01-16","Other","United States of America","Florida",9,6,rebel,90,3,3,0,3,22,9,7,8,7,"Wes Janson, Wedge Antilles, Etahn A'baht"
"2016-01-16","Other","United States of America","Florida",9,8,rebel,91,3,3,0,3,19,9,5,8,13,"Etahn A'baht, Ibtisam, Ten Numb"
"2016-01-16","Other","United States of America","Florida",9,9,imperial,85,4,2,1,3,14,10,11,15,4,"Turr Phennir, Academy Pilot, Academy Pilot, Krassis Trelix"
"2016-01-17","Other","Poland","Lodzkie",11,1,imperial,94,6,1,0,6,24,12,18,18,2,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Darth Vader"
"2016-01-17","Other","Poland","Lodzkie",11,2,scum,74,2,2,2,0,15,6,3,12,10,"Bossk, Boba Fett (Firespray-31)"
"2016-01-17","Other","Poland","Lodzkie",11,3,imperial,84,3,3,0,3,23,10,8,8,2,"Turr Phennir, Soontir Fel, ""Whisper"""
"2016-01-17","Other","Poland","Lodzkie",11,4,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2016-01-17","Other","Poland","Lodzkie",11,5,scum,75,3,1,1,2,12,7,4,16,10,"Syndicate Thug, Syndicate Thug, Boba Fett (Firespray-31)"
"2016-01-17","Other","Poland","Lodzkie",11,6,rebel,65,2,2,1,1,15,4,3,10,9,"Miranda Doni, Dash Rendar"
"2016-01-17","Other","Poland","Lodzkie",11,7,scum,71,3,2,1,2,10,5,7,12,6,"Spice Runner, Torkil Mux, IG-88B"
"2016-01-17","Other","Poland","Lodzkie",11,8,rebel,71,2,2,1,1,15,5,5,7,8,"Corran Horn, Dash Rendar"
"2016-01-17","Other","Poland","Lodzkie",11,9,rebel,88,3,1,1,2,13,9,5,14,9,"Rookie Pilot, Rookie Pilot, Han Solo (Rebel Alliance)"
"2016-01-17","Other","Poland","Lodzkie",11,10,scum,80,3,3,1,2,23,8,5,12,9,"N'dru Suhlak, Talonbane Cobra, Bossk"
"2016-01-17","Other","Poland","Lodzkie",11,11,imperial,70,2,2,1,1,13,5,2,18,4,"Commander Kenkirk, Major Rhymer"
"2016-01-16","Other","United States of America","Oregon",10,1,imperial,74,2,2,1,1,11,7,2,14,6,"""Whisper"", Captain Oicunn"
"2016-01-16","Other","United States of America","Oregon",10,2,rebel,84,4,0,0,4,8,11,4,14,18,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot"
"2016-01-16","Other","United States of America","Oregon",10,3,rebel,78,3,3,0,3,23,7,5,10,9,"Miranda Doni, Ello Asty, Airen Cracken"
"2016-01-16","Other","United States of America","Oregon",10,4,rebel,78,4,1,0,4,17,9,6,15,10,"Wedge Antilles, Tala Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2016-01-16","Other","United States of America","Oregon",10,5,rebel,82,3,2,0,3,18,8,4,11,12,"Poe Dameron (Resistance), Miranda Doni, Blue Squadron Pilot"
"2016-01-16","Other","United States of America","Oregon",10,6,rebel,82,3,3,0,3,19,8,7,8,8,"Gemmer Sojan, ""Red Ace"", Poe Dameron (Resistance)"
"2016-01-16","Other","United States of America","Oregon",10,7,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-01-16","Other","United States of America","Oregon",10,8,rebel,77,3,2,0,3,17,7,6,10,9,"Poe Dameron (Resistance), Miranda Doni, Prototype Pilot"
"2016-01-16","Other","United States of America","Oregon",10,9,imperial,86,3,3,0,3,20,9,8,8,6,"""Omega Leader"", Colonel Vessery, ""Echo"""
"2016-01-16","Other","United States of America","Oregon",10,10,rebel,79,3,2,0,3,15,9,3,9,15,"Keyan Farlander, Ibtisam, Blue Squadron Pilot"
"2016-01-17","Other","United States of America","Illinois",10,1,imperial,91,3,3,0,3,22,7,9,9,7,"Colonel Vessery, Maarek Stele (TIE Advanced), Darth Vader"
"2016-01-17","Other","United States of America","Illinois",10,2,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2016-01-17","Other","United States of America","Tennessee",15,1,rebel,78,3,2,0,3,16,8,5,11,9,"Gold Squadron Pilot, ""Red Ace"", Poe Dameron (Resistance)"
"2016-01-17","Other","United States of America","Tennessee",15,3,rebel,72,3,1,0,3,10,8,3,11,14,"Esege Tuketu, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-01-17","Other","United States of America","Tennessee",15,4,rebel,86,5,0,0,5,10,12,7,15,17,"Bandit Squadron Pilot, Bandit Squadron Pilot, Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-01-18","Other","United States of America","Nevada",17,1,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2016-01-18","Other","United States of America","Nevada",17,2,scum,71,3,1,1,2,11,7,3,16,12,"Bossk, Syndicate Thug, Syndicate Thug"
"2016-01-18","Other","United States of America","Nevada",17,3,imperial,79,4,3,0,4,23,8,11,15,2,"Major Rhymer, Academy Pilot, ""Zeta Leader"", ""Omega Leader"""
"2016-01-18","Other","United States of America","Nevada",17,5,imperial,79,3,3,1,2,18,7,6,18,5,"""Omega Leader"", ""Wampa"", Commander Kenkirk"
"2016-01-18","Other","United States of America","Nevada",17,6,rebel,79,4,1,0,4,14,9,5,15,13,"Bandit Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Ten Numb"
"2016-01-16","Other","Sweden","Uppsala",56,0,imperial,85,3,2,1,2,19,9,8,12,4,"Soontir Fel, Turr Phennir, Bounty Hunter"
"2016-01-16","Other","Sweden","Uppsala",56,2,rebel,81,4,1,0,4,16,8,12,8,8,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Jake Farrell"
"2016-01-16","Other","Sweden","Uppsala",56,4,rebel,88,4,0,0,4,8,11,6,14,14,"Blue Squadron Pilot, Blue Squadron Novice, Blue Squadron Novice, Gold Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,5,scum,71,3,1,1,2,11,7,3,16,12,"Bossk, Syndicate Thug, Syndicate Thug"
"2016-01-16","Other","Sweden","Uppsala",56,6,scum,75,2,2,2,0,14,6,5,10,8,"Boba Fett (Firespray-31), IG-88B"
"2016-01-16","Other","Sweden","Uppsala",56,7,imperial,77,3,2,1,2,20,8,7,11,7,"Soontir Fel, Darth Vader, Omicron Group Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,8,imperial,85,4,3,1,3,23,9,10,14,8,"Omicron Group Pilot, ""Wampa"", ""Omega Leader"", Darth Vader"
"2016-01-16","Other","Sweden","Uppsala",56,9,rebel,79,4,1,0,4,14,9,6,15,11,"Gold Squadron Pilot, Gold Squadron Pilot, Poe Dameron (Resistance), Bandit Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,10,imperial,77,3,3,0,3,26,7,9,9,3,"Soontir Fel, ""Omega Leader"", Darth Vader"
"2016-01-16","Other","Sweden","Uppsala",56,12,rebel,89,3,3,0,3,25,9,6,9,7,"Wes Janson, Wedge Antilles, Poe Dameron (Resistance)"
"2016-01-16","Other","Sweden","Uppsala",56,14,rebel,81,4,1,0,4,14,9,5,15,14,"Miranda Doni, Blue Squadron Pilot, Gold Squadron Pilot, Bandit Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,15,rebel,77,3,1,0,3,12,7,4,13,11,"Poe Dameron (Resistance), Warden Squadron Pilot, Warden Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,18,rebel,74,3,2,0,3,18,6,5,12,7,"Gold Squadron Pilot, Poe Dameron (Resistance), Jan Ors"
"2016-01-16","Other","Sweden","Uppsala",56,19,scum,81,3,3,1,2,22,8,6,12,8,"Bossk, Talonbane Cobra, Laetin A'shera"
"2016-01-16","Other","Sweden","Uppsala",56,20,rebel,78,3,2,0,3,16,8,5,11,9,"Poe Dameron (Resistance), ""Red Ace"", Gold Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,21,scum,97,4,1,0,4,24,12,8,16,4,"Talonbane Cobra, Black Sun Ace, Black Sun Ace, Black Sun Ace"
"2016-01-16","Other","Sweden","Uppsala",56,22,rebel,87,4,1,1,3,10,8,11,11,11,"Dash Rendar, Prototype Pilot, Prototype Pilot, Prototype Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,24,imperial,74,3,2,1,2,19,9,7,11,5,"Omicron Group Pilot, Carnor Jax, Soontir Fel"
"2016-01-16","Other","Sweden","Uppsala",56,26,rebel,90,3,3,0,3,23,8,8,7,8,"Poe Dameron (Resistance), Corran Horn, Jake Farrell"
"2016-01-16","Other","Sweden","Uppsala",56,27,imperial,80,3,2,2,1,17,8,6,14,10,"Omicron Group Pilot, ""Omega Leader"", Kath Scarlet (Firespray-31)"
"2016-01-16","Other","Sweden","Uppsala",56,28,imperial,87,5,2,0,5,29,11,15,15,0,"Soontir Fel, ""Howlrunner"", Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,29,imperial,91,6,2,0,6,28,12,18,18,1,"""Howlrunner"", ""Wampa"", Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, Omega Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,30,rebel,65,2,2,1,1,15,4,3,10,9,"Miranda Doni, Dash Rendar"
"2016-01-16","Other","Sweden","Uppsala",56,31,scum,91,4,1,0,4,13,12,9,16,4,"Prince Xizor, Cartel Marauder, Cartel Marauder, Cartel Marauder"
"2016-01-16","Other","Sweden","Uppsala",56,32,rebel,78,3,2,0,3,18,7,3,13,12,"Gold Squadron Pilot, Miranda Doni, Ten Numb"
"2016-01-16","Other","Sweden","Uppsala",56,33,scum,90,4,1,0,4,11,12,9,16,4,"Cartel Marauder, Cartel Marauder, Cartel Marauder, Guri"
"2016-01-16","Other","Sweden","Uppsala",56,34,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2016-01-16","Other","Sweden","Uppsala",56,36,scum,85,4,2,0,4,14,10,10,12,6,"Binayre Pirate, Binayre Pirate, Guri, Prince Xizor"
"2016-01-16","Other","Sweden","Uppsala",56,37,scum,72,2,2,2,0,12,6,6,8,8,"IG-88A, IG-88B"
"2016-01-16","Other","Sweden","Uppsala",56,38,imperial,77,3,2,1,2,20,8,7,11,7,"Darth Vader, Soontir Fel, Omicron Group Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,39,imperial,84,3,3,0,3,24,6,9,9,6,"Darth Vader, Juno Eclipse, Maarek Stele (TIE Advanced)"
"2016-01-16","Other","Sweden","Uppsala",56,40,imperial,98,5,5,0,5,36,10,15,15,4,"""Howlrunner"", ""Omega Leader"", ""Zeta Leader"", ""Omega Ace"", ""Epsilon Leader"""
"2016-01-16","Other","Sweden","Uppsala",56,41,imperial,63,2,1,2,0,6,6,1,17,9,"Omicron Group Pilot, Captain Oicunn"
"2016-01-16","Other","Sweden","Uppsala",56,42,imperial,73,2,2,1,1,15,5,3,15,6,"Commander Kenkirk, Darth Vader"
"2016-01-16","Other","Sweden","Uppsala",56,43,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-01-16","Other","Sweden","Uppsala",56,44,scum,64,3,1,0,3,13,7,4,14,7,"Talonbane Cobra, Syndicate Thug, Syndicate Thug"
"2016-01-16","Other","Sweden","Uppsala",56,45,imperial,84,5,5,0,5,32,10,15,15,1,"""Howlrunner"", ""Zeta Leader"", ""Scourge"", ""Youngster"", ""Wampa"""
"2016-01-16","Other","Sweden","Uppsala",56,47,rebel,84,3,2,0,3,16,9,6,9,9,"Poe Dameron (Resistance), ""Red Ace"", Blue Squadron Novice"
"2016-01-16","Other","Sweden","Uppsala",56,48,imperial,88,4,4,0,4,32,10,12,12,0,"""Howlrunner"", Carnor Jax, ""Scourge"", Soontir Fel"
"2016-01-16","Other","Sweden","Uppsala",56,49,rebel,78,3,2,0,3,19,8,5,11,8,"Wedge Antilles, Poe Dameron (Resistance), Gold Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,50,scum,91,4,1,0,4,20,11,7,17,6,"Black Sun Ace, Black Sun Ace, Black Sun Ace, Drea Renthal"
"2016-01-16","Other","Sweden","Uppsala",56,51,scum,95,4,4,0,4,29,10,10,12,5,"Talonbane Cobra, Serissu, N'dru Suhlak, Guri"
"2016-01-16","Other","Sweden","Uppsala",56,52,rebel,78,4,0,0,4,8,9,5,18,12,"Blue Squadron Novice, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2016-01-16","Other","Sweden","Uppsala",56,53,imperial,83,3,3,1,2,19,7,6,18,6,"Commander Kenkirk, ""Omega Ace"", ""Epsilon Leader"""
"2016-01-16","Other","Sweden","Uppsala",56,54,rebel,71,2,2,1,1,15,5,5,7,8,"Corran Horn, Dash Rendar"
"2016-01-16","Other","Canada","Quebec",9,2,imperial,90,4,1,0,4,13,8,10,15,9,"Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot, ""Redline"""
"2016-01-16","Other","Canada","Quebec",9,3,scum,71,3,1,1,2,11,7,3,16,12,"Syndicate Thug, Syndicate Thug, Bossk"
"2016-01-16","Other","Canada","Quebec",9,4,imperial,80,4,2,1,3,17,9,11,15,4,"Academy Pilot, Academy Pilot, ""Howlrunner"", Kath Scarlet (Firespray-31)"
"2016-01-16","Other","Canada","Quebec",9,5,rebel,80,3,3,0,3,23,7,6,10,8,"Horton Salm, Jake Farrell, Poe Dameron (Resistance)"
"2016-01-16","Other","Canada","Quebec",9,6,imperial,86,4,2,0,4,20,9,12,12,4,"Epsilon Squadron Pilot, Epsilon Squadron Pilot, Soontir Fel, Darth Vader"
"2016-01-16","Other","Canada","Quebec",9,7,imperial,82,3,3,0,3,26,8,9,9,2,"Carnor Jax, Soontir Fel, Darth Vader"
"2016-01-16","Other","Canada","Quebec",9,8,rebel,80,3,1,1,2,11,8,4,11,15,"Blue Squadron Pilot, Blue Squadron Pilot, Dash Rendar"
"2016-01-16","Other","Canada","Quebec",9,9,rebel,81,3,1,1,2,8,8,5,13,12,"Prototype Pilot, Blue Squadron Pilot, Chewbacca (Rebel Alliance)"
"2016-01-17","Other","Canada","British Columbia",29,0,rebel,92,4,1,0,4,13,10,10,9,12,"Blue Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Etahn A'baht"
"2016-01-17","Other","Canada","British Columbia",29,1,imperial,90,4,1,3,1,15,12,6,18,15,"Omicron Group Pilot, Omicron Group Pilot, Omicron Group Pilot, Soontir Fel"
"2016-01-17","Other","Canada","British Columbia",29,2,rebel,72,3,2,1,2,16,6,7,9,9,"Bandit Squadron Pilot, Jake Farrell, Dash Rendar"
"2016-01-17","Other","Canada","British Columbia",29,4,rebel,90,5,0,0,5,10,12,9,15,13,"Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Novice, Blue Squadron Novice, Gold Squadron Pilot"
"2016-01-17","Other","Canada","British Columbia",29,5,scum,79,3,3,1,2,21,7,5,13,9,"N'dru Suhlak, Kavil, Kath Scarlet (Firespray-31)"
"2016-01-17","Other","Canada","British Columbia",29,6,imperial,76,3,2,0,3,13,7,7,12,7,"Epsilon Squadron Pilot, ""Deathrain"", Colonel Vessery"
"2016-01-17","Other","Canada","British Columbia",29,7,imperial,91,5,4,1,4,26,11,13,17,7,"""Epsilon Ace"", ""Backstabber"", ""Scourge"", ""Zeta Leader"", Omicron Group Pilot"
"2016-01-17","Other","Canada","British Columbia",29,8,imperial,91,3,1,2,1,13,9,7,15,8,"Bounty Hunter, Bounty Hunter, Turr Phennir"
"2016-01-17","Other","Canada","British Columbia",29,9,rebel,65,3,1,0,3,12,6,3,15,10,"Gold Squadron Pilot, Gold Squadron Pilot, Miranda Doni"
"2016-01-17","Other","Canada","British Columbia",29,11,imperial,81,3,3,0,3,25,8,9,9,2,"Turr Phennir, Soontir Fel, Darth Vader"
"2016-01-17","Other","Canada","British Columbia",29,12,scum,67,3,3,0,3,17,5,6,12,3,"Talonbane Cobra, Torkil Mux, Palob Godalhi"
